<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PEO,60,20230123,150000,96.5,96.58,96.2,96.2,450800,0
PEO,60,20230123,160000,96.22,96.4,95.92,96.24,33180,0
PEO,60,20230123,170000,96.28,97,96,96.7,365992,0
PEO,60,20230124,100000,97.5,97.5,96.74,96.78,60753,0
PEO,60,20230124,110000,96.84,97.1,96.2,96.34,53618,0
PEO,60,20230124,120000,96.32,96.48,95.5,95.98,139477,0
PEO,60,20230124,130000,95.98,96.16,95.68,96.04,58341,0
PEO,60,20230124,140000,96.04,96.34,95.7,95.78,20321,0
PEO,60,20230124,150000,95.84,96.28,95.76,96.12,36319,0
PEO,60,20230124,160000,96.1,96.42,95.9,95.9,49256,0
PEO,60,20230124,170000,95.98,96.6,95.94,96.4,127181,0
PEO,60,20230125,100000,94.94,94.94,90.4,91.46,1064229,0
PEO,60,20230125,110000,91.52,92.48,91.4,91.8,316120,0
PEO,60,20230125,120000,91.84,92.8,91.4,92.24,352791,0
PEO,60,20230125,130000,92.26,93.04,92.1,92.92,228880,0
PEO,60,20230125,140000,92.92,93.18,92.4,92.48,118604,0
PEO,60,20230125,150000,92.48,92.6,91.94,92,101739,0
PEO,60,20230125,160000,92.02,92.5,91.9,92.2,65703,0
PEO,60,20230125,170000,92.22,92.3,91.56,91.9,243892,0
PEO,60,20230126,100000,93,93.12,91.14,91.26,146512,0
PEO,60,20230126,110000,91.2,91.56,90.7,91.56,50877,0
PEO,60,20230126,120000,91.58,92.12,91.5,91.92,51458,0
PEO,60,20230126,130000,91.92,92.02,91.54,91.98,109637,0
PEO,60,20230126,140000,92,92.6,91.72,92.58,32435,0
PEO,60,20230126,150000,92.6,92.78,92,92.4,74147,0
PEO,60,20230126,160000,92.4,92.5,91.74,91.92,137537,0
PEO,60,20230126,170000,91.96,92.96,91.76,92.52,205859,0
PEO,60,20230127,100000,93,93.2,92.1,92.4,57949,0
PEO,60,20230127,110000,92.48,92.64,91.8,92.12,91297,0
PEO,60,20230127,120000,92.08,92.3,91.54,92.24,65565,0
PEO,60,20230127,130000,92.3,92.44,92.08,92.4,24042,0
PEO,60,20230127,140000,92.4,92.44,91.6,91.66,55861,0
PEO,60,20230127,150000,91.62,91.82,91.56,91.62,52900,0
PEO,60,20230127,160000,91.7,92.1,91.58,91.96,72064,0
PEO,60,20230127,170000,91.86,92.18,91.48,91.48,192524,0
PEO,60,20230130,100000,91.4,91.4,90,90.66,65888,0
PEO,60,20230130,110000,90.66,90.7,89.82,90.06,56187,0
PEO,60,20230130,120000,90.06,90.4,89.86,90.1,38653,0
PEO,60,20230130,130000,90.14,90.3,89.78,89.94,40628,0
PEO,60,20230130,140000,90,90.2,89.64,89.82,49382,0
PEO,60,20230130,150000,89.8,90.14,89.58,89.92,39961,0
PEO,60,20230130,160000,89.84,90.08,89.78,89.82,38615,0
PEO,60,20230130,170000,89.84,90.12,89.6,90.12,146063,0
PEO,60,20230131,100000,90,90.52,89.38,90.42,98578,0
PEO,60,20230131,110000,90.42,91.14,90.32,91.14,148063,0
PEO,60,20230131,120000,91.06,91.62,90.78,91.44,222799,0
PEO,60,20230131,130000,91.44,91.88,91.44,91.86,68928,0
PEO,60,20230131,140000,91.88,92,91.26,91.56,107380,0
PEO,60,20230131,150000,91.5,92.18,91.4,91.84,228479,0
PEO,60,20230131,160000,91.82,92.28,91.78,91.8,124273,0
PEO,60,20230131,170000,91.74,92.2,91.54,92.2,340387,0
PEO,60,20230201,100000,92.2,92.36,90.7,90.9,134589,0
PEO,60,20230201,110000,90.92,91.36,90.6,90.6,52432,0
PEO,60,20230201,120000,90.66,91.2,90.4,91.2,44651,0
PEO,60,20230201,130000,91.2,91.72,91.14,91.56,42868,0
PEO,60,20230201,140000,91.6,91.88,91.42,91.72,38421,0
PEO,60,20230201,150000,91.72,91.9,91.5,91.5,38604,0
PEO,60,20230201,160000,91.46,91.76,91.32,91.44,86066,0
PEO,60,20230201,170000,91.48,91.6,90.86,90.86,234406,0
PEO,60,20230202,100000,92.3,92.3,90.62,90.62,159270,0
PEO,60,20230202,110000,90.62,91.62,90.62,91.36,58350,0
PEO,60,20230202,120000,91.36,91.58,91.02,91.16,68159,0
PEO,60,20230202,130000,91.14,91.82,90.82,91.62,56297,0
PEO,60,20230202,140000,91.62,91.86,91.36,91.8,99776,0
PEO,60,20230202,150000,91.7,92.54,91.3,92.48,484883,0
PEO,60,20230202,160000,92.44,92.62,91.66,92.06,166228,0
PEO,60,20230202,170000,91.94,92.5,91.84,92.34,208435,0
PEO,60,20230203,100000,91.9,93,91.6,92.82,92734,0
PEO,60,20230203,110000,92.78,94.42,92.68,93.92,266197,0
PEO,60,20230203,120000,93.96,94.44,93.74,93.98,187310,0
PEO,60,20230203,130000,94.04,94.06,93.22,93.42,172981,0
PEO,60,20230203,140000,93.5,94,93.34,93.38,87828,0
PEO,60,20230203,150000,93.34,93.6,92.9,93.32,160579,0
PEO,60,20230203,160000,93.26,93.5,92.38,92.4,104290,0
PEO,60,20230203,170000,92.48,93.6,92.2,93.4,229769,0
