<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
KTY,60,20221228,130000,450,450,448,450,1402,0
KTY,60,20221228,140000,450,451,448.5,450,1750,0
KTY,60,20221228,150000,450,450,448,449,1401,0
KTY,60,20221228,160000,448.5,450,448,449.5,1227,0
KTY,60,20221228,170000,449.5,450,447,447,3207,0
KTY,60,20221229,100000,451,458.5,450,456,4025,0
KTY,60,20221229,110000,456.5,457,452,453,2940,0
KTY,60,20221229,120000,453,455,452.5,454.5,3593,0
KTY,60,20221229,130000,454.5,460,454.5,458,6949,0
KTY,60,20221229,140000,457.5,459,455,458.5,2086,0
KTY,60,20221229,150000,459,459,453.5,454,2901,0
KTY,60,20221229,160000,454,461,453.5,461,6840,0
KTY,60,20221229,170000,461,464,459,463,6622,0
KTY,60,20221230,100000,464.5,464.5,457.5,460,2443,0
KTY,60,20221230,110000,459,460,459,460,1276,0
KTY,60,20221230,120000,460,460.5,458,459,1893,0
KTY,60,20221230,130000,459,460.5,458,460,2049,0
KTY,60,20221230,140000,460,460.5,459,459.5,1352,0
KTY,60,20221230,150000,459.5,460,458,459.5,1114,0
KTY,60,20221230,160000,459.5,460,458,460,1078,0
KTY,60,20221230,170000,460.5,463,457,457,14292,0
KTY,60,20230102,100000,461.5,471.5,461.5,471,2793,0
KTY,60,20230102,110000,470.5,472,467,470,2239,0
KTY,60,20230102,120000,470,470,466.5,466.5,942,0
KTY,60,20230102,130000,466.5,470,466.5,468,543,0
KTY,60,20230102,140000,469,471.5,467.5,471,748,0
KTY,60,20230102,150000,470.5,474.5,470,472,2430,0
KTY,60,20230102,160000,473,476,472,473.5,1613,0
KTY,60,20230102,170000,473.5,476,473.5,474.5,1884,0
KTY,60,20230103,100000,474.5,476,470.5,474,2548,0
KTY,60,20230103,110000,473.5,484,473.5,484,4350,0
KTY,60,20230103,120000,484,487,479.5,481,3604,0
KTY,60,20230103,130000,481.5,481.5,475,476.5,6484,0
KTY,60,20230103,140000,476,478,476,478,1178,0
KTY,60,20230103,150000,478,482,478,481,2579,0
KTY,60,20230103,160000,481.5,483,480,480,2288,0
KTY,60,20230103,170000,480,487,477.5,485,8554,0
KTY,60,20230104,100000,489,489,478.5,481.5,3605,0
KTY,60,20230104,110000,482.5,485,480,484,1789,0
KTY,60,20230104,120000,482,484,475.5,475.5,2344,0
KTY,60,20230104,130000,476.5,479.5,475.5,477,806,0
KTY,60,20230104,140000,477,477,474,476,2753,0
KTY,60,20230104,150000,476,478,475,476.5,995,0
KTY,60,20230104,160000,477.5,480,476.5,476.5,1184,0
KTY,60,20230104,170000,476.5,478.5,475,478.5,5753,0
KTY,60,20230105,100000,481,489,478,484,5506,0
KTY,60,20230105,110000,485,492.5,485,491,4067,0
KTY,60,20230105,120000,489.5,493.5,489,493.5,3334,0
KTY,60,20230105,130000,492,493.5,490,493,2144,0
